CustomerID,Genre,Age,Annual Income (k$),Spending Score (1-100)
57,Female,0.6346153846153847,0.23770491803278687,0.5
58,Male,0.9807692307692308,0.23770491803278687,0.45918367346938777
59,Female,0.1730769230769231,0.25409836065573765,0.5102040816326531
60,Male,0.6730769230769231,0.25409836065573765,0.45918367346938777
61,Male,1.0,0.25409836065573765,0.5612244897959183
62,Male,0.019230769230769273,0.25409836065573765,0.5510204081632653
63,Female,0.9423076923076925,0.2622950819672131,0.5204081632653061
64,Female,0.6923076923076923,0.2622950819672131,0.5918367346938775
65,Male,0.8653846153846154,0.2704918032786885,0.5102040816326531
66,Male,0.0,0.2704918032786885,0.5918367346938775
67,Female,0.48076923076923084,0.2704918032786885,0.5
68,Female,0.9615384615384617,0.2704918032786885,0.47959183673469385
69,Male,0.019230769230769273,0.2704918032786885,0.5918367346938775
70,Female,0.2692307692307693,0.2704918032786885,0.4693877551020408
71,Male,1.0,0.2786885245901639,0.5510204081632653
72,Female,0.5576923076923077,0.2786885245901639,0.41836734693877553
73,Female,0.8076923076923077,0.28688524590163933,0.4897959183673469
74,Female,0.8076923076923077,0.28688524590163933,0.5612244897959183
75,Male,0.7884615384615385,0.31967213114754095,0.4693877551020408
76,Male,0.15384615384615388,0.31967213114754095,0.5408163265306123
77,Female,0.5192307692307693,0.31967213114754095,0.5306122448979592
78,Male,0.42307692307692313,0.31967213114754095,0.47959183673469385
79,Female,0.0961538461538462,0.31967213114754095,0.5204081632653061
80,Female,0.5961538461538463,0.31967213114754095,0.41836734693877553
81,Male,0.75,0.31967213114754095,0.5102040816326531
82,Male,0.38461538461538464,0.31967213114754095,0.5510204081632653
83,Male,0.9423076923076925,0.31967213114754095,0.40816326530612246
84,Female,0.5384615384615385,0.31967213114754095,0.4387755102040816
85,Female,0.05769230769230771,0.31967213114754095,0.5714285714285714
86,Male,0.576923076923077,0.31967213114754095,0.45918367346938777
87,Female,0.7115384615384617,0.34426229508196715,0.5816326530612245
88,Female,0.07692307692307693,0.34426229508196715,0.5510204081632653
89,Female,0.3076923076923077,0.35245901639344257,0.6020408163265306
90,Female,0.6153846153846154,0.35245901639344257,0.45918367346938777
91,Female,0.9615384615384617,0.360655737704918,0.5510204081632653
92,Male,0.0,0.360655737704918,0.40816326530612246
93,Male,0.576923076923077,0.3688524590163934,0.4897959183673469
94,Female,0.42307692307692313,0.3688524590163934,0.3979591836734694
95,Female,0.2692307692307693,0.3688524590163934,0.41836734693877553
96,Male,0.11538461538461542,0.3688524590163934,0.5204081632653061
97,Female,0.5576923076923077,0.3688524590163934,0.4693877551020408
98,Female,0.1730769230769231,0.3688524590163934,0.5
99,Male,0.576923076923077,0.3770491803278688,0.41836734693877553
100,Male,0.03846153846153849,0.3770491803278688,0.4897959183673469
101,Female,0.0961538461538462,0.38524590163934425,0.40816326530612246
102,Female,0.5961538461538463,0.38524590163934425,0.47959183673469385
103,Male,0.9423076923076925,0.38524590163934425,0.5918367346938775
104,Male,0.15384615384615388,0.38524590163934425,0.5510204081632653
105,Male,0.5961538461538463,0.38524590163934425,0.5612244897959183
106,Female,0.05769230769230771,0.38524590163934425,0.41836734693877553
107,Female,0.9230769230769231,0.3934426229508196,0.5
108,Male,0.6923076923076923,0.3934426229508196,0.45918367346938777
109,Male,0.9615384615384617,0.3934426229508196,0.4285714285714286
110,Male,0.9230769230769231,0.3934426229508196,0.47959183673469385
111,Male,0.903846153846154,0.3934426229508196,0.5204081632653061
112,Female,0.019230769230769273,0.3934426229508196,0.5408163265306123
113,Female,0.38461538461538464,0.40163934426229503,0.41836734693877553
114,Male,0.019230769230769273,0.40163934426229503,0.45918367346938777
115,Female,0.0,0.40983606557377045,0.47959183673469385
116,Female,0.019230769230769273,0.40983606557377045,0.5
117,Female,0.8653846153846154,0.40983606557377045,0.4285714285714286
118,Female,0.5961538461538463,0.40983606557377045,0.5918367346938775
119,Female,0.6346153846153847,0.4262295081967213,0.4285714285714286
120,Female,0.6153846153846154,0.4262295081967213,0.5714285714285714
121,Male,0.1730769230769231,0.4262295081967213,0.5612244897959183
122,Female,0.38461538461538464,0.4262295081967213,0.3979591836734694
123,Female,0.42307692307692313,0.44262295081967207,0.5816326530612245
124,Male,0.4038461538461539,0.44262295081967207,0.9183673469387754
125,Female,0.0961538461538462,0.4508196721311475,0.2857142857142857
126,Female,0.25,0.4508196721311475,0.7755102040816326
127,Male,0.48076923076923084,0.4590163934426229,0.3469387755102041
128,Male,0.42307692307692313,0.4590163934426229,0.9591836734693877
129,Male,0.7884615384615385,0.4590163934426229,0.10204081632653061
130,Male,0.38461538461538464,0.4590163934426229,0.7551020408163265
131,Male,0.5576923076923077,0.4590163934426229,0.08163265306122452
132,Male,0.4038461538461539,0.4590163934426229,0.7551020408163265
133,Female,0.13461538461538464,0.4672131147540983,0.33673469387755106
134,Female,0.25,0.4672131147540983,0.7142857142857143
135,Male,0.03846153846153849,0.47540983606557374,0.040816326530612235
136,Female,0.21153846153846156,0.47540983606557374,0.8877551020408163
137,Female,0.5,0.47540983606557374,0.06122448979591838
138,Male,0.2692307692307693,0.47540983606557374,0.7346938775510203
139,Male,0.019230769230769273,0.48360655737704916,0.09183673469387754
140,Female,0.326923076923077,0.48360655737704916,0.7244897959183674
141,Female,0.75,0.4918032786885246,0.040816326530612235
142,Male,0.2692307692307693,0.4918032786885246,0.9387755102040816
143,Female,0.19230769230769232,0.49999999999999994,0.3979591836734694
144,Female,0.2692307692307693,0.49999999999999994,0.8775510204081632
145,Male,0.13461538461538464,0.5081967213114753,0.11224489795918369
146,Male,0.19230769230769232,0.5081967213114753,0.9795918367346939
147,Male,0.576923076923077,0.5081967213114753,0.35714285714285715
148,Female,0.2692307692307693,0.5081967213114753,0.7448979591836734
149,Female,0.3076923076923077,0.5163934426229508,0.2142857142857143
150,Male,0.3076923076923077,0.5163934426229508,0.9081632653061225
151,Male,0.48076923076923084,0.5163934426229508,0.163265306122449
152,Male,0.4038461538461539,0.5163934426229508,0.8877551020408163
153,Female,0.5,0.5163934426229508,0.1938775510204082
154,Female,0.38461538461538464,0.5163934426229508,0.7653061224489796
155,Female,0.5576923076923077,0.5163934426229508,0.15306122448979592
156,Female,0.1730769230769231,0.5163934426229508,0.8979591836734693
157,Male,0.3653846153846154,0.5163934426229508,0.0
158,Female,0.23076923076923078,0.5163934426229508,0.7857142857142857
159,Male,0.3076923076923077,0.5163934426229508,0.0
160,Female,0.23076923076923078,0.5163934426229508,0.7346938775510203
161,Female,0.7307692307692308,0.5245901639344261,0.3469387755102041
162,Female,0.21153846153846156,0.5245901639344261,0.8367346938775511
163,Male,0.019230769230769273,0.540983606557377,0.040816326530612235
164,Female,0.25,0.540983606557377,0.9387755102040816
165,Male,0.6153846153846154,0.5737704918032787,0.25510204081632654
166,Female,0.3461538461538462,0.5737704918032787,0.7551020408163265
167,Male,0.46153846153846156,0.5819672131147541,0.1938775510204082
168,Female,0.2884615384615385,0.5819672131147541,0.9591836734693877
169,Female,0.3461538461538462,0.5901639344262295,0.2653061224489796
170,Male,0.2692307692307693,0.5901639344262295,0.6326530612244898
171,Male,0.42307692307692313,0.5901639344262295,0.12244897959183676
172,Male,0.19230769230769232,0.5901639344262295,0.7551020408163265
173,Male,0.3461538461538462,0.5901639344262295,0.09183673469387754
174,Male,0.3461538461538462,0.5901639344262295,0.9285714285714286
175,Female,0.653846153846154,0.5983606557377048,0.12244897959183676
176,Female,0.23076923076923078,0.5983606557377048,0.8673469387755102
177,Male,0.7692307692307694,0.5983606557377048,0.1428571428571429
178,Male,0.1730769230769231,0.5983606557377048,0.6938775510204082
179,Male,0.7884615384615385,0.6393442622950819,0.13265306122448978
180,Male,0.326923076923077,0.6393442622950819,0.9081632653061225
181,Female,0.3653846153846154,0.6721311475409835,0.3163265306122449
182,Female,0.2692307692307693,0.6721311475409835,0.8673469387755102
183,Male,0.5384615384615385,0.680327868852459,0.1428571428571429
184,Female,0.21153846153846156,0.680327868852459,0.8877551020408163
185,Female,0.44230769230769235,0.6885245901639343,0.3877551020408163
186,Male,0.23076923076923078,0.6885245901639343,0.9795918367346939
187,Female,0.6923076923076923,0.7049180327868851,0.23469387755102045
188,Male,0.19230769230769232,0.7049180327868851,0.6836734693877551
189,Female,0.44230769230769235,0.721311475409836,0.163265306122449
190,Female,0.3461538461538462,0.721311475409836,0.8571428571428571
191,Female,0.3076923076923077,0.721311475409836,0.22448979591836737
192,Female,0.2692307692307693,0.721311475409836,0.6938775510204082
193,Male,0.2884615384615385,0.8032786885245902,0.0714285714285714
194,Female,0.38461538461538464,0.8032786885245902,0.9183673469387754
195,Female,0.5576923076923077,0.860655737704918,0.15306122448979592
196,Female,0.326923076923077,0.860655737704918,0.7959183673469388
197,Female,0.5192307692307693,0.9098360655737704,0.2755102040816327
198,Male,0.2692307692307693,0.9098360655737704,0.7448979591836734
199,Male,0.2692307692307693,0.9999999999999999,0.17346938775510207
200,Male,0.23076923076923078,0.9999999999999999,0.8367346938775511
